ExpID	File_Name	Env	Setup	LD_cycle	Num	ID	Nest	Source	Location	Gen	Sex	Photo	Breeding_nest	Bury	Eggs	Instar
Loc1203	Monitor20201203_1207	long	soil	LD_4	23	T0495	n7729	BF	3_7	WT	F	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	24	T0228	n7726	BF	5_4	WT	F	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	25	T1666	n7917	OK	7528_7529	F2	M	H	n8149	0	0	0
Loc1203	Monitor20201203_1207	long	soil	LD_4	26	T0490	n7729	BF	3_7	WT	F	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	27	T0577	n7720	BF	2_7	WT	F	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	28	T0176	n7728	BF	2_7	WT	M	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	29	T1739	n7920	OK	7530_7528	F2	F	H	n8149	0	0	0
Loc1203	Monitor20201203_1207	long	soil	LD_4	30	T0582	n7720	BF	2_7	WT	F	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	31	T0570	n7720	BF	2_7	WT	M	L				
Loc1203	Monitor20201203_1207	long	soil	LD_4	32	T0145	n7737	BF	4_6	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	1	T1804	n7918	OK	7528_7529	F2	F	H	n8161	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	2	T0396	n7727	BF	5_1	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	3	T0494	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	4	T1797	n7918	OK	7528_7529	F2	M	L	n8166	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	5	T0248	n7721	BF	3_6	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	6	T0254	n7721	BF	3_6	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	7	T1720	n7917	OK	7528_7529	F2	F	L	n8249	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	8	T1664	n7917	OK	7528_7529	F2	M	H	n8161	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	9	T0256	n7721	BF	3_6	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	10	T1627	n7919	OK	7530_7528	F2	F	L	n8166	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	11	T0401	n7727	BF	5_1	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	12	T1516	n7916	OK	7528_7530	F2	M	S	n8158	1	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	13	T0484	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	14	T1528	n7916	OK	7528_7530	F2	F	S	n8156	1	0	1
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	15	T0392	n7727	BF	5_1	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	16	T0485	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	17	T1769	n7720	OK	7530_7528	F2	F	L	n8250	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	18	T0329	n7732	BF	2_6	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	19	T1628	n7919	OK	7530_7528	F2	M	L	n8165	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	20	T0253	n7721	BF	3_6	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	21	T1672	n7917	OK	7528_7529	F2	M	H	n8162	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	22	T0479	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	23	T0482	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	24	T1762	n7920	OK	7530_7528	F2	F	S	n8157	1	0	1
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	25	T0214	n7726	BF	5_4	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	26	T0242	n7721	BF	3_6	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	27	T1802	n7918	OK	7528_7529	F2	F	H	n8162	0	0	0
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	28	T0491	n7729	BF	3_7	WT	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	29	T1777	n7920	OK	7530_7528	F2	M	S	n8155	1	0	1
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	30	T0540	n7733	BF	7_3	WT	F	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	31	T1763	n7920	OK	7530_7528	F2	M	L				
Loc1210-1	Monitor20201210_1214(1)_edit	long	soil	LD_4	32	T0250	n7721	BF	3_6	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	1	T0246	n7721	BF	3_6	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	2	T1825	n7918	OK	7528_7529	F2	F	S	n8155	1	0	1
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	3	T0404	n7727	BF	5_1	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	4	T1708	n7917	OK	7528_7529	F2	F	H	n8160	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	5	T0498	n7729	BF	3_7	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	6	T0390	n7727	BF	5_1	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	7	T1824	n7918	OK	7528_7529	F2	M	S	n8156	1	0	1
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	8	T1571	n7916	OK	7528_7530	F2	F	L	n8167	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	9	T1572	n7916	OK	7528_7530	F2	M	L	n8163	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	10	T0251	n7721	BF	3_6	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	11	T0542	n7733	BF	7_3	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	12	T2035	n7945	OK	7530_7600	F2	M	H	n8159	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	13	T0488	n7729	BF	3_7	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	14	T1583	n7919	OK	7530_7528	F2	F	S	n8158	1	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	15	T0525	n7733	BF	7_3	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	16	T1809	n7918	OK	7528_7529	F2	F	H	n8159	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	17	T0405	n7727	BF	5_1	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	18	T1584	n7919	OK	7530_7528	F2	M	S	n8157	1	0	1
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	19	T0328	n7732	BF	2_6	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	20	T2031	n7945	OK	7530_7600	F2	M	H	n8160	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	21	T0333	n7732	BF	2_6	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	22	T0389	n7727	BF	5_1	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	23	T1717	n7917	OK	7528_7529	F2	F	L	n8163	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	24	T0487	n7729	BF	3_7	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	25	T0394	n7727	BF	5_1	WT	M	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	26	T1768	n7920	OK	7530_7528	F2	M	L	n8167	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	27	T0407	n7727	BF	5_1	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	28	T0222	n7726	BF	5_4	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	29	T1677	n7917	OK	7528_7529	F2	M	L	n8164	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	30	T0232	n7726	BF	5_4	WT	F	L				
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	31	T1796	n7918	OK	7528_7529	F2	F	L	n8165	0	0	0
Loc1210-2	Monitor20201210_1214(2)_edit	long	soil	LD_4	32	T0397	n7727	BF	5_1	WT	M	L				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	1	TNY_3426	NA	WL	7	WC	M	S	n8195	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	2	TNY_3456	NA	BF	27	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	3	TNY_3445	NA	BF	3	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	4	TNY_3455	NA	BF	27	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	5	TNY_3422	NA	WL	1	WC	M	S	n8197	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	6	TNY_3444	NA	BF	3	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	7	TNY_3443	NA	BF	3	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	8	TNY_3442	NA	BF	3	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	9	TNY_3423	NA	WL	1	WC	F	S	n8193	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	10	TNY_3457	NA	BF	11	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	11	TNY_3458	NA	BF	28	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	12	TNY_3438	NA	BF	19	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	13	TNY_3439	NA	BF	19	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	14	TNY_3427	NA	WL	7	WC	M	S	n8192	1	0	0
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	15	TNY_3440	NA	BF	19	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	16	TNY_3441	NA	BF	3	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	17	TNY_3435	NA	WL	13	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	18	TNY_3429	NA	WL	7	WC	F	S	n8197	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	19	TNY_3434	NA	WL	11	WC	F	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	20	TNY_3425	NA	WL	7	WC	M	S	n8198	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	21	TNY_3473	NA	BF	31	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	22	TNY_3428	NA	WL	7	WC	F	S	n8194	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	23	TNY_3472	NA	BF	31	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	24	TNY_3424	NA	WL	5	WC	F	S	n8192	1	0	0
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	25	TNY_3474	NA	BF	31	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	26	TNY_3436	NA	WL	13	WC	F	S	n8198	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	27	TNY_3430	NA	WL	9	WC	M	S	n8193	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	28	TNY_3437	NA	WL	13	WC	F	S	n8196	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	29	TNY_3475	NA	BF	31	WC	M	S				
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	30	TNY_3431	NA	WL	9	WC	M	S	n8196	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	31	TNY_3433	NA	WL	9	WC	F	S	n8195	1	0	1
Loc1217-1	Monitor20201217_1221(1)_edit	long	soil	LD_DD_8	32	TNY_3432	NA	WL	9	WC	M	S	n8194	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	1	T2218	n7949	WL	7578_7582	F1	M	S	n8232	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	2	T2114	n7947	WL	7565_7568	F1	F	H	n8229	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	3	T2026	n7945	OK	7530_7600	F2	M	H	n8246	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	4	T2105	n7947	WL	7565_7568	F1	M	H	n8223	1	1	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	5	T2400	n7944	OK	7600_7530	F2	F	S	n8248	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	6	T2427	n7948	WL	7568_7578	F1	M	L	n8237	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	7	T2474	n7946	WL	7588_7565	F1	F	H	n8222	1	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	8	T2086	n7947	WL	7565_7568	F1	F	S	n8230	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	9	T2018	n7941	OK	7528_7600	F2	M	L	n8250	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	10	T2445	n7952	WL	7585_7588	F1	M	S	n8230	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	11	T2166	n7950	WL	7582_7583	F1	M	H	n8222	1	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	12	T1806	n7918	OK	7528_7529	F2	F	H	n8246	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	13	T1927	n7940	OK	7600_7528	F2	M	H	n8243	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	14	T2403	n7944	OK	7600_7530	F2	M	S	n8247	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	15	T2169	n7950	WL	7582_7583	F1	M	H	n8226	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	16	T2030	n7945	OK	7530_7600	F2	M	H	n8242	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	17	T2425	n7948	WL	7568_7578	F1	F	L	n8238	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	18	T2020	n7941	OK	7528_7600	F2	F	L	n8251	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	19	T2110	n7947	WL	7565_7568	F1	M	H	n8227	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	20	T2197	n7949	WL	7578_7582	F1	F	H	n8227	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	21	T2472	n7946	WL	7588_7565	F1	F	H	n8226	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	22	T1665	n7917	OK	7528_7529	F2	F	H	n8244	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	23	T2029	n7945	OK	7530_7600	F2	M	H	n8244	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	24	T1870	n7942	OK	7600_7529	F2	M	L	n8249	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	25	T2411	n7944	OK	7600_7530	F1	M	L	n8251	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	26	T2464	n7952	WL	7585_7588	F1	M	L	n8238	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	27	T2436	n7952	WL	7585_7588	F1	M	H	n8229	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	28	T1850	n7942	OK	7600_7529	F2	F	H	n8243	0	0	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	29	T2170	n7950	WL	7582_7583	F1	F	H	n8223	1	1	0
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	30	T2451	n7952	WL	7585_7588	F1	F	S	n8232	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	31	T2113	n7947	WL	7565_7568	F1	M	H	n8224	1	0	1
Loc0107-1	Monitor20210107_0111(1)_edit	long	soil	LD_4	32	T2171	n7950	WL	7582_7583	F1	F	H	n8224	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	1	T2476	n7946	WL	7588_7565	F1	M	S	n8231	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	2	T2459	n7952	WL	7585_7588	F1	F	L	n8236	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	3	T1657	n7917	OK	7528_7529	F1	M	S	n8248	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	4	T2164	n7950	WL	7582_7583	F2	M	H	n8221	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	5	T2549	n7975	WL	S9258_S9240	F1	F	L	n8294	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	6	T2478	n7946	WL	7588_7565	F1	M	S	n8234	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	7	T2576	n7976	WL	S9507_S9277	F2	F	L	n8298	1	1	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	8	T2209	n7949	WL	7578_7582	F1	F	L	n8235	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	9	T2408	n7944	OK	7600_7530	F2	F	H	n8245	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	10	T2210	n7949	WL	7578_7582	F1	M	L	n8236	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	11	T2557	n7975	WL	S9258_S9240	F1	F	L				
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	12	T2466	n7946	WL	7588_7565	F1	F	L	n8237	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	13	T1707	n7917	OK	7528_7529	F2	F	H	n8242	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	14	T1911	n7940	OK	7600_7528	F2	F	L	n8252	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	15	T2420	n7948	WL	7568_7578	F1	F	S	n8233	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	16	T2410	n7944	OK	7600_7530	F2	M	L	n8252	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	17	T1687	n7917	OK	7528_7529	F2	F	L	n8253	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	18	T2443	n7952	WL	7585_7588	F1	M	S	n8233	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	19	T1757	n7920	OK	7530_7528	F2	F	S	n8247	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	20	T2199	n7949	WL	7578_7582	F1	F	H	n8225	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	21	T2468	n7946	WL	7588_7565	F1	F	L	n8235	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	22	T2185	n7950	WL	7582_7583	F1	M	S	n8231	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	23	T2473	n7946	WL	7588_7565	F1	F	H	n8221	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	24	T2555	n7975	WL	S9258_S9240	F1	M	L	n8291	1	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	25	T2580	n7976	WL	S9507_S9277	F1	F	L	n8288	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	26	T2002	n7941	OK	7528_7600	F1	F	H	n8245	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	27	T2470	n7946	WL	7588_7565	F2	M	H	n8225	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	28	T2216	n7949	WL	7578_7582	F1	M	S	n8234	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	29	T2412	n7944	OK	7600_7530	F1	F	L	n8253	0	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	30	T2553	n7975	WL	S9258_S9240	F1	M	L	n8295	1	0	0
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	31	T2168	n7950	WL	7582_7583	F1	F	H	n8228	1	0	1
Loc0107-2	Monitor20210107_0111(2)_edit	long	soil	LD_4	32	T2109	n7947	WL	7565_7568	F1	M	H	n8228	1	0	1
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	1	T2551	n7975	WL	S9258_S9240	F1	F	L				
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	2	T1711	n7917	OK	7528_7529	F2	F	H	n8269	0	0	0
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	3	T2558	n7975	WL	S9258_S9240	F1	F	L				
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	4	T2160	n7950	WL	7582_7583	F1	F	H				
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	5	T2501	n7973	WL	S9514_S9475	F1	F	S	n8304	1	1	1
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	6	T2146	n7950	WL	7582_7583	F1	M	L	n8279	1	0	1
Loc0116-1	Monitor20210116_0120(1)_edit	long	soil	LD_4	7	T2495	n7972	WL	S9227_S9516	F1	F	L	n8290	0	0	0
